"Old Ref ID"	"Ref ID"	"Record Last Updated (dd/mm/yyyy)"	"Operator (or Applicant)"	"Site Name"	"Technology Type"	"Storage Type"	"Storage Co-location REPD Ref ID"	"Installed Capacity (MWelec)"	"CHP Enabled"	"RO Banding (ROC/MWh)"	"FiT Tariff (p/kWh)"	"CfD Capacity (MW)"	"Turbine Capacity (MW)"	"No. of Turbines"	"Height of Turbines (m)"	"Mounting Type for Solar"	"Development Status"	"Development Status (short)"	"Address"	"County"	"Region"	"Country"	"Post Code"	"X-coordinate"	"Y-coordinate"	"Planning Authority"	"Planning Application Reference"	"Appeal Reference"	"Secretary of State Reference"	"Type of Secretary of State Intervention"	"Judicial Review"	"Offshore Wind Round"	"Planning Application Submitted"	"Planning Application Withdrawn"	"Planning Permission Refused"	"Appeal Lodged"	"Appeal Withdrawn"	"Appeal Refused"	"Appeal Granted"	"Planning Permission Granted"	"Secretary of State - Intervened"	"Secretary of State - Refusal"	"Secretary of State - Granted"	"Planning Permission Expired"	"Under Construction"	"Operational"	"Sites"
"EN00053"	398	2006-04-03	"Scottish and Southern Energy (SSE)"	"Aigas"	"Large Hydro"	NA	NA	20	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Aigas"	"Highland"	"Scotland"	"Scotland"	NA	247395	843655	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-01-01	1
"EN00054"	399	2006-04-03	"Scottish and Southern Energy (SSE)"	"Kilmorack"	"Large Hydro"	NA	NA	20	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Kilmorack"	"Highland"	"Scotland"	"Scotland"	NA	249410	844225	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-01-01	1
"EN00057"	400	2006-04-03	"Scottish and Southern Energy (SSE)"	"Orrin"	"Large Hydro"	NA	NA	18	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Highland"	"Highland"	"Scotland"	"Scotland"	NA	246905	851695	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1959-01-01	1
"EN00072"	401	2006-04-03	"Scottish and Southern Energy (SSE)"	"Tor Achilty"	"Large Hydro"	NA	NA	15	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Highland"	"Highland"	"Scotland"	"Scotland"	NA	244625	854520	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1954-04-01	1
"EN00074"	402	2006-04-04	"Scottish and Southern Energy (SSE)"	"Ceannacroc"	"Large Hydro"	NA	NA	20	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Ceannocroc"	"Highland"	"Scotland"	"Scotland"	NA	222745	810690	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1956-01-01	1
"EN00075"	403	2006-04-04	"Scottish and Southern Energy (SSE)"	"Foyers Falls"	"Large Hydro"	NA	NA	5.2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Foyers Falls"	"Highland"	"Scotland"	"Scotland"	NA	249845	820010	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1968-01-01	1
"EN00076"	404	2006-04-04	"Scottish and Southern Energy (SSE)"	"Invergarry"	"Large Hydro"	NA	NA	20	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Invergarry"	"Highland"	"Scotland"	"Scotland"	NA	231930	801320	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1956-01-01	1
"EN00077"	405	2006-04-04	"Scottish and Southern Energy (SSE)"	"Livishie"	"Large Hydro"	NA	NA	15	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Livishie"	"Highland"	"Scotland"	"Scotland"	NA	240245	817495	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-01-01	1
"EN00078"	406	2009-04-22	"Scottish and Southern Energy (SSE)"	"Cassley"	"Large Hydro"	NA	NA	10	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Invercassley"	"Highland"	"Scotland"	"Scotland"	NA	247325	901540	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1959-01-01	1
"EN00081"	407	2009-04-22	"Scottish and Southern Energy (SSE)"	"Cashlie"	"Large Hydro"	NA	NA	11	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Cashlie"	"Tayside"	"Scotland"	"Scotland"	NA	248530	741735	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2004-09-01	1
"AA203"	408	2016-04-04	"Scottish and Southern Energy (SSE)"	"Kildermorie Estate"	"Large Hydro"	NA	NA	7.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Kildermorie Estate, near Alness, Ross-shire"	"Highland"	"Scotland"	"Scotland"	NA	245987	880074	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2009-12-15	NA	NA	NA	NA	NA	NA	2010-09-10	NA	NA	NA	NA	NA	NA	1
"B0049"	410	2018-04-04	"Green Highland Renewables"	"Loch Eilde Mor Hydro (Kinlochleven extension)"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Loch Eilde Mor dam , Kinlochleven"	"Highland"	"Scotland"	"Scotland"	NA	221625	763589	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2008-01-03	NA	NA	NA	NA	NA	NA	2011-07-22	NA	NA	NA	NA	2016-02-25	2017-10-06	1
"C3207"	411	2016-04-04	"RWE Innogy UK"	"River Pattack Hydro Scheme"	"Large Hydro"	NA	NA	9	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Powerhouse Building On The Shore Of Loch Laggan, Kinloch Laggan, Newtonmore"	"Highland"	"Scotland"	"Scotland"	NA	252740	788520	"Highland Council"	"14/02344/FUL"	NA	NA	NA	NA	NA	2014-06-20	NA	NA	NA	NA	NA	NA	2015-07-28	NA	NA	NA	2018-07-28	NA	NA	1
"A0022"	412	2019-04-29	"Scottish Enterprise/SSE"	"Hunterston"	"Battery"	NA	NA	5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Caledonia Road Lochshore Ind Est, Glengarnock, Beith, Strathclyde. KA14 3DD"	"Strathclyde"	"Scotland"	"Scotland"	"KA14 3DD"	232119	653198	"North Ayrshire Council"	"08/00576/PPP"	NA	NA	NA	NA	NA	2008-07-15	NA	NA	NA	NA	NA	NA	2011-03-23	NA	NA	NA	2014-03-23	NA	NA	1
"A0092"	419	2010-04-30	NA	"Turret water treatment works"	"Small Hydro"	NA	NA	1.9	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"outside Crieff in Pertshire"	"Tayside"	"Scotland"	"Scotland"	NA	286500	721600	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952-01-01	1
"EN00272"	420	2012-12-07	"Npower Renewables"	"Allt Hallater Hydro"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Allt Hallater, Glen Kinglass Loch. Etive Taynuilt Argyll"	"Strathclyde"	"Scotland"	"Scotland"	NA	213500	739500	"Argyll and Bute Council"	"04/00219/ELSE36"	NA	NA	NA	NA	NA	2004-01-30	NA	2005-02-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"EN00285"	421	2009-07-03	"Green Power"	"Inverfarigaig"	"Small Hydro"	NA	NA	4	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Inverfarigaig, near
Foyers"	"Highland"	"Scotland"	"Scotland"	NA	252100	823700	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1980-01-01	1
"N00001H"	424	2006-05-10	"Scottish and Southern Energy (SSE)"	"Kingairloch"	"Small Hydro"	NA	NA	3.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Loch Aber
Highlands"	"Highland"	"Scotland"	"Scotland"	NA	183600	753300	"Highland Council"	"LO200298"	NA	NA	NA	NA	NA	2002-03-19	NA	NA	NA	NA	NA	NA	2003-03-26	NA	NA	NA	NA	NA	2005-05-01	1
"N00008H"	425	2008-10-23	"RWE npower"	"Douglas Water Hydro"	"Small Hydro"	NA	NA	3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Near Inverbeg
Argyll and Bute"	"Strathclyde"	"Scotland"	"Scotland"	NA	204559	706950	"Argyll and Bute Council"	"03/01360/GDCON"	NA	NA	NA	NA	NA	2003-07-17	NA	NA	NA	NA	NA	NA	2005-11-17	NA	NA	NA	NA	2007-06-01	2008-05-01	1
"N00023H"	426	2009-11-23	"RWE npower"	"Inverlael Hydro"	"Small Hydro"	NA	NA	2.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Loch Broom
Near Ullapool"	"Highland"	"Scotland"	"Scotland"	NA	218650	885650	"Highland Council"	"05/00206/FULRC"	NA	NA	NA	NA	NA	2005-03-14	NA	NA	NA	NA	NA	NA	2007-07-04	NA	NA	NA	NA	2008-09-01	2009-08-05	1
"N00051H"	428	2010-10-05	"RWE npower"	"River E Hydro Scheme"	"Small Hydro"	NA	NA	3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"River E
Loch Mhor
Loch Ness"	"Highland"	"Scotland"	"Scotland"	NA	252100	816300	"Highland Council"	"IN2003978"	NA	NA	NA	NA	NA	2002-12-20	NA	NA	NA	NA	NA	NA	2005-05-23	NA	NA	NA	NA	NA	2007-11-01	1
"N0050H"	429	2011-06-06	"Innerhadden Hydro"	"Innerhadden Burn Hydro"	"Small Hydro"	NA	NA	1.4	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"2 kilometres south east of Kinloch Rannoch"	"Tayside"	"Scotland"	"Scotland"	NA	265950	750850	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	2005-12-06	NA	NA	NA	NA	NA	NA	2008-04-01	NA	NA	NA	NA	NA	2011-02-01	1
"S0009H2"	430	2008-04-16	"Bolfracks Estate"	"Urlar Hydro Scheme"	"Small Hydro"	NA	NA	1.4	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Aberfeldy"	"Tayside"	"Scotland"	"Scotland"	NA	284800	748800	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	2008-04-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0010H2"	431	2005-11-22	"Highland Light and Power"	"Shieldaig/Slattadale Hydro Scheme"	"Small Hydro"	NA	NA	3.55	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Achnasheen"	"Highland"	"Scotland"	"Scotland"	NA	183700	869700	"Highland Council"	"RC/2003/401"	NA	NA	NA	NA	NA	2003-05-05	NA	2004-04-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0016H1"	433	2004-08-06	"NORWEB Hydro Power"	"Inverbroom Hydro Project"	"Small Hydro"	NA	NA	3.17	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Inverbroom Estate"	"Highland"	"Scotland"	"Scotland"	NA	219200	878900	"Highland Council"	NA	NA	NA	NA	NA	NA	NA	NA	2004-08-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0020H1"	434	2009-12-10	"Scottish Hydro-Electric plc"	"Cuileig Hydro Scheme"	"Small Hydro"	NA	NA	3.3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Abhainn Cuileig
Braemore Junction
Ross and Cromarty"	"Highland"	"Scotland"	"Scotland"	NA	219300	878900	"Highland Council"	NA	NA	NA	NA	NA	NA	1998-10-09	NA	NA	NA	NA	NA	NA	2000-03-01	NA	NA	NA	NA	NA	2002-02-15	1
"S0025H1"	435	2006-05-08	"RWE npower"	"Garrogie Hydro Scheme"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Fechlin River
Near Whitebridge
Invernesshire"	"Highland"	"Scotland"	"Scotland"	NA	250100	813300	"Highland Council"	"IN2001964"	NA	NA	NA	NA	NA	2001-11-20	NA	NA	NA	NA	NA	NA	2003-06-01	NA	NA	NA	NA	NA	2005-03-01	1
"B0878"	437	2014-02-24	"Inver Hydro LLP"	"Inver Hydro"	"Small Hydro"	NA	NA	1.97	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Inver Estate Isle Of Jura Argyll PA60 7XX"	"Strathclyde"	"Scotland"	"Scotland"	NA	144165	671452	"Argyll and Bute Council"	"11/00890/PP"	NA	NA	NA	NA	NA	2011-06-02	NA	NA	NA	NA	NA	NA	2011-08-11	NA	NA	NA	NA	NA	2012-08-30	1
"C0999"	438	2017-12-19	"Gilkes Energy"	"Loch An Laoigh Hydro"	"Small Hydro"	NA	NA	1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Land At Loch An Laoigh Attadale Estate Strathcarron"	"Highland"	"Scotland"	"Scotland"	NA	201607	839621	"Highland Council"	"12/04688/FUL"	NA	NA	NA	NA	NA	2012-12-19	NA	NA	NA	NA	NA	NA	2013-10-09	NA	NA	NA	NA	2016-04-15	2017-12-07	1
"C1023"	439	2017-10-17	"The West Highland Woodlands"	"Lower Suileag hydro"	"Small Hydro"	NA	NA	1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Land 150M East Of Fassfern House Fassfern Kinlocheil"	"Highland"	"Scotland"	"Scotland"	NA	205628	778554	"Highland Council"	"13/00031/FUL"	NA	NA	NA	NA	NA	2013-01-08	NA	NA	NA	NA	NA	NA	2013-12-03	NA	NA	NA	NA	NA	NA	1
"C1614"	440	2019-05-30	"Hydroplan"	"Allt Beithe"	"Small Hydro"	NA	NA	1.3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Land 2000M NE Of Old Stables Loch Merkland Achfary"	"Highland"	"Scotland"	"Scotland"	NA	241636	923168	"Highland Council"	"13/02386/FUL"	NA	NA	NA	NA	NA	2013-07-09	NA	NA	NA	NA	NA	NA	2015-09-03	NA	NA	NA	2018-09-03	NA	NA	1
"C1615"	441	2019-05-30	"Hydroplan"	"Allt a Chraois Hydroelectric Scheme"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Land 1600M SE Of Gobernuisgach Lodge Gobernuisgach Altnaharra"	"Highland"	"Scotland"	"Scotland"	NA	255229	911716	"Highland Council"	"13/02382/FUL"	NA	NA	NA	NA	NA	2013-07-09	NA	NA	NA	NA	NA	NA	2015-09-03	NA	NA	NA	2018-09-03	NA	NA	1
"C1710"	442	2017-01-17	"DHG Hydro"	"Leacann Hydro"	"Small Hydro"	NA	NA	1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Land North Of Brenchoille Farm Furnace Inveraray Argyll And Bute PA32 8XN"	"Strathclyde"	"Scotland"	"Scotland"	NA	202172	702341	"Argyll and Bute Council"	"13/01481/PP"	NA	NA	NA	NA	NA	2013-07-29	NA	NA	NA	NA	NA	NA	2013-12-06	NA	NA	NA	NA	2015-03-20	2016-08-15	1
"IM0049"	443	2019-05-30	"Hydroplan"	"Abhainn Srath Coir an Easaidh on the Reay Forest Estate, Sutherland."	"Small Hydro"	NA	NA	1.25	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Abhainn Srath Hydro, Reay Forest Estate, Lairg, Sutherland, IV27 4NZ"	"Highland"	"Scotland"	"Scotland"	NA	243457	941822	"Highland Council"	"13/02384/FUL"	NA	NA	NA	NA	NA	2013-07-09	NA	NA	NA	NA	NA	NA	2015-09-04	NA	NA	NA	2018-09-04	NA	NA	1
"C0996"	444	2017-12-19	"Gilkes Energy"	"Uisge Dubh Hydro"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Land At Uisge Dubh Attadale Estate Strathcarron IV54 8YR"	"Highland"	"Scotland"	"Scotland"	NA	200062	836426	"Highland Council"	"12/04687/FUL"	NA	NA	NA	NA	NA	2012-12-19	NA	NA	NA	NA	NA	NA	2013-08-28	NA	NA	NA	NA	2016-04-15	2017-12-07	1
"B1276"	445	2014-03-31	"Gilkes Energy"	"Ederline Hydro"	"Small Hydro"	NA	NA	1.9	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Ederline, Loch Awe"	"Strathclyde"	"Scotland"	"Scotland"	NA	192775	703372	"Argyll and Bute Council"	"09/00526/ELSE36"	NA	NA	NA	NA	NA	2009-04-20	NA	NA	NA	NA	NA	NA	2009-06-02	NA	NA	NA	NA	2011-05-01	2014-01-31	1
"C1443"	446	2019-02-19	"Luss Estates"	"Glen Luss Hydro"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Glen Luss Hydro, Glen Luss, Luss"	"Argyll and Bute"	"Scotland"	"Scotland"	"G83 8TU"	236213	692906	"Loch Lomond and The Trossachs National Park Authority"	"2013/0121/DET"	NA	NA	NA	NA	NA	2013-05-30	NA	NA	NA	NA	NA	NA	2013-11-14	NA	NA	NA	2016-11-14	NA	NA	1
"B0233"	447	2016-08-25	"Gilkes Energy"	"River Lochy Hydro"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"River Lochy Hydro Inverlochy Dalmally Argyll And Bute"	"Strathclyde"	"Scotland"	"Scotland"	NA	219760	727460	"Argyll and Bute Council"	"13/01953/PP"	NA	NA	NA	NA	NA	2013-10-03	NA	NA	NA	NA	NA	NA	2013-12-19	NA	NA	NA	NA	2015-03-13	2016-08-16	1
"C0998"	448	2017-07-19	"Gilkes Energy"	"River Taodail Hydro"	"Small Hydro"	NA	NA	1.35	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Land At River Taodail Attadale Strathcarron"	"Highland"	"Scotland"	"Scotland"	NA	194657	842146	"Highland Council"	"12/04685/FUL"	NA	NA	NA	NA	NA	2012-12-19	NA	NA	NA	NA	NA	NA	2013-07-15	NA	NA	NA	NA	2015-08-19	2017-01-15	1
"B0588"	449	2017-04-18	"RWE Npower Renewables"	"River Braan Hydro (Re-submission)"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Expired"	"Planning Permission Expired"	"Near the village of Trochry in Perthshire"	"Tayside"	"Scotland"	"Scotland"	NA	299506	740918	"Perth and Kinross Council"	"13/01698/FLL"	NA	NA	NA	NA	NA	2013-09-23	NA	NA	NA	NA	NA	NA	2014-04-17	NA	NA	NA	2017-04-17	NA	NA	1
"B0231"	450	2016-10-26	"Gilkes Energy/Broadland Energy"	"Donich Water Hydro"	"Small Hydro"	NA	NA	1.35	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Loch Goil"	"Argyll and Bute"	"Scotland"	"Scotland"	NA	221500	701500	"Loch Lomond and The Trossachs National Park Authority"	"2013/0120/DET"	NA	NA	NA	NA	NA	2013-05-28	NA	NA	NA	NA	NA	NA	2014-09-12	NA	NA	NA	2017-09-12	2015-10-01	2016-09-08	1
"C0551"	451	2012-10-03	"Achomer Energy"	"Ardtalnaig Hydro Scheme"	"Small Hydro"	NA	NA	1.7	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Ardtalnaig, Aberfeldy, Tayside, PH15 2HX"	"Tayside"	"Scotland"	"Scotland"	NA	268858	739100	"Perth and Kinross Council"	"11/02163/FLL"	NA	NA	NA	NA	NA	2012-01-23	2012-03-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C0701"	452	2015-08-24	"Ventient (formerly Infinis)"	"Glen Fyne 'Merk' Hydro"	"Small Hydro"	NA	NA	1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Upper Glen Fyne Woodland Cladich Argyll And Bute"	"Strathclyde"	"Scotland"	"Scotland"	NA	209952	709286	"Argyll and Bute Council"	"10/02163/PP"	NA	NA	NA	NA	NA	2010-12-22	NA	NA	NA	NA	NA	NA	2011-05-16	NA	NA	NA	2016-05-16	2013-05-01	2015-08-24	1
"C1217"	453	2016-12-15	"Edradynate"	"Beinn Eagagach Hydro"	"Small Hydro"	NA	NA	1.1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Beinn Eagagach Hydro Scheme Edradynate Aberfeldy"	"Tayside"	"Scotland"	"Scotland"	NA	288377	751719	"Perth and Kinross Council"	"13/00466/FLL"	NA	NA	NA	NA	NA	2013-03-15	NA	NA	NA	NA	NA	NA	2013-12-24	NA	NA	NA	NA	2015-02-27	2016-01-29	1
"C1887"	454	2017-10-20	"Green Highland Renewables (on behalf of Highland Hydro Services)"	"Allt Garbh hydro"	"Small Hydro"	NA	NA	1.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Land 1540M SW Of Affric Lodge Cannich"	"Highland"	"Scotland"	"Scotland"	NA	218018	822389	"Highland Council"	"13/03022/FUL"	NA	NA	NA	NA	NA	2013-08-16	NA	NA	NA	NA	NA	NA	2013-12-16	NA	NA	NA	NA	2016-04-07	2017-08-01	1
"B0228"	457	2012-05-11	"Green Highland Renewables"	"Allt Choire a Bhalachain Hydro"	"Small Hydro"	NA	NA	1.3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Glen Garry"	"Highland"	"Scotland"	"Scotland"	NA	212500	799500	NA	NA	NA	NA	NA	NA	NA	NA	2012-05-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"S0015H1"	459	2005-03-30	"Highland Light and Power"	"Sheildaig Hydro Project"	"Small Hydro"	NA	NA	2.1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Gairloch, Highland"	"Highland"	"Scotland"	"Scotland"	NA	181000	877855	"Highland Council"	NA	NA	NA	NA	NA	NA	2003-05-05	NA	2004-03-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"EN00100"	460	2011-06-07	"Npower Renewables"	"Carnoch Hydro"	"Small Hydro"	NA	NA	1.35	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"East of Strontian
Ardgour
Lochaber"	"Highland"	"Scotland"	"Scotland"	NA	185300	760500	"Highland Council"	NA	NA	NA	NA	NA	NA	2005-10-06	NA	NA	NA	NA	NA	NA	2007-10-01	NA	NA	NA	NA	NA	2009-07-01	1
"EN00010"	461	2006-04-03	"Scottish and Southern Energy (SSE)"	"Kilmelfort"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Kilmelfort"	"Strathclyde"	"Scotland"	"Scotland"	NA	184035	714385	"Argyll and Bute Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1956-01-01	1
"EN00011"	462	2015-12-17	"Scottish and Southern Energy (SSE)"	"Dalchonzie"	"Small Hydro"	NA	NA	4	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Dalchonzie"	"Tayside"	"Scotland"	"Scotland"	NA	274035	721990	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1958-01-01	1
"EN00012"	463	2006-04-04	"Scottish and Southern Energy (SSE)"	"Lednock"	"Small Hydro"	NA	NA	3	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Lednock"	"Tayside"	"Scotland"	"Scotland"	NA	276730	722040	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1961-01-01	1
"EN00013"	464	2006-04-04	"Scottish and Southern Energy (SSE)"	"Lubreoch"	"Small Hydro"	NA	NA	4	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Lubreoch"	"Tayside"	"Scotland"	"Scotland"	NA	245310	741720	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1958-01-01	1
"EN00015"	465	2006-04-04	"Scottish and Southern Energy (SSE)"	"Loch Ericht"	"Small Hydro"	NA	NA	2.2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Loch Ericht"	"Tayside"	"Scotland"	"Scotland"	NA	255340	772785	"Perth and Kinross Council"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1962-01-01	1
